"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60048","funding_opportunities","ingo-portal","Tue May 12 08:29:30 UTC 2026","broken","Tue May 12 08:30:30 UTC 2026","","ingo.spec.js","",""
"","33058","operationaloverview","ingo-portal","Tue May 12 08:34:03 UTC 2026","failed","Tue May 12 08:34:36 UTC 2026","","ingo.spec.js","",""
"","5212","about_us_what_can_kuja_do_for_you","public-site","Tue May 12 08:20:24 UTC 2026","passed","Tue May 12 08:20:29 UTC 2026","","entrypoint.spec.js","",""
"","23203","userprofile_banners","ingo-portal","Tue May 12 08:27:01 UTC 2026","failed","Tue May 12 08:27:24 UTC 2026","","ingo.spec.js","",""
"","26145","unlockfullpotential","cso-portal","Tue May 12 08:39:54 UTC 2026","failed","Tue May 12 08:40:20 UTC 2026","","cso.spec.js","",""
"","9487","homepage","public-site","Tue May 12 08:20:03 UTC 2026","passed","Tue May 12 08:20:13 UTC 2026","","entrypoint.spec.js","",""
"","22990","organizationgovernance_view","ingo-portal","Tue May 12 08:33:50 UTC 2026","failed","Tue May 12 08:34:13 UTC 2026","","ingo.spec.js","",""
"","7948","notifications","ingo-portal","Tue May 12 08:34:14 UTC 2026","passed","Tue May 12 08:34:22 UTC 2026","","ingo.spec.js","",""
"","9202","authenticate with email OTP for networks","setup-network","Tue May 12 08:20:11 UTC 2026","passed","Tue May 12 08:20:20 UTC 2026","","network.auth.setup.js","",""
"","26044","unlockfullpotential","network-portal","Tue May 12 08:46:51 UTC 2026","failed","Tue May 12 08:47:17 UTC 2026","","network.spec.js","",""
"","60040","the_forumss","cso-portal","Tue May 12 08:37:57 UTC 2026","broken","Tue May 12 08:38:57 UTC 2026","","cso.spec.js","",""
"","4816","_login_google","public-site","Tue May 12 08:20:35 UTC 2026","passed","Tue May 12 08:20:40 UTC 2026","","entrypoint.spec.js","",""
"","7344","grants_learn_more","ingo-portal","Tue May 12 08:34:29 UTC 2026","passed","Tue May 12 08:34:37 UTC 2026","","ingo.spec.js","",""
"","23071","organizationgovernance_view","network-portal","Tue May 12 08:48:03 UTC 2026","failed","Tue May 12 08:48:26 UTC 2026","","network.spec.js","",""
"","40537","resource_library","cso-portal","Tue May 12 08:37:05 UTC 2026","passed","Tue May 12 08:37:45 UTC 2026","","cso.spec.js","",""
"","8661","dm_chat","cso-portal","Tue May 12 08:41:10 UTC 2026","passed","Tue May 12 08:41:18 UTC 2026","","cso.spec.js","",""
"","2870","homepage_kuja_values","public-site","Tue May 12 08:20:17 UTC 2026","passed","Tue May 12 08:20:20 UTC 2026","","entrypoint.spec.js","",""
"","1604","homepage_partners","public-site","Tue May 12 08:20:22 UTC 2026","passed","Tue May 12 08:20:24 UTC 2026","","entrypoint.spec.js","",""
"","32034","profile_focus_areas","individual-portal","Tue May 12 08:22:58 UTC 2026","failed","Tue May 12 08:23:30 UTC 2026","","individual.spec.js","",""
"","26022","unlockfullpotential","ingo-portal","Tue May 12 08:32:26 UTC 2026","failed","Tue May 12 08:32:52 UTC 2026","","ingo.spec.js","",""
"","32073","profile_Roles","individual-portal","Tue May 12 08:24:40 UTC 2026","failed","Tue May 12 08:25:12 UTC 2026","","individual.spec.js","",""
"","8391","authenticate with email OTP for cso","setup-cso","Tue May 12 08:19:42 UTC 2026","passed","Tue May 12 08:19:51 UTC 2026","","cso.auth.setup.js","",""
"","2862","homepage-kuja_link_and_build_cards","public-site","Tue May 12 08:20:13 UTC 2026","passed","Tue May 12 08:20:16 UTC 2026","","entrypoint.spec.js","",""
"","22037","twitter_login","public-site","Tue May 12 08:21:25 UTC 2026","failed","Tue May 12 08:21:47 UTC 2026","","entrypoint.spec.js","",""
"","60041","the_forumss","network-portal","Tue May 12 08:44:54 UTC 2026","broken","Tue May 12 08:45:54 UTC 2026","","network.spec.js","",""
"","23577","userprofile_banners","cso-portal","Tue May 12 08:35:29 UTC 2026","failed","Tue May 12 08:35:52 UTC 2026","","cso.spec.js","",""
"","60049","funding_practices","ingo-portal","Tue May 12 08:31:27 UTC 2026","broken","Tue May 12 08:32:27 UTC 2026","","ingo.spec.js","",""
"","7874","notifications","cso-portal","Tue May 12 08:41:02 UTC 2026","passed","Tue May 12 08:41:09 UTC 2026","","cso.spec.js","",""
"","32114","userprofile_about_who_are_we","ingo-portal","Tue May 12 08:27:43 UTC 2026","failed","Tue May 12 08:28:15 UTC 2026","","ingo.spec.js","",""
"","60038","organizationgovernance_edit","cso-portal","Tue May 12 08:42:30 UTC 2026","broken","Tue May 12 08:43:30 UTC 2026","","cso.spec.js","",""
"","23169","workwedo","network-portal","Tue May 12 08:46:48 UTC 2026","failed","Tue May 12 08:47:11 UTC 2026","","network.spec.js","",""
"","7019","linkedin_login","public-site","Tue May 12 08:20:35 UTC 2026","passed","Tue May 12 08:20:42 UTC 2026","","entrypoint.spec.js","",""
"","2393","individual_login_confirmpage_details","public-site","Tue May 12 08:20:33 UTC 2026","passed","Tue May 12 08:20:35 UTC 2026","","entrypoint.spec.js","",""
"","7442","grants","ingo-portal","Tue May 12 08:34:22 UTC 2026","passed","Tue May 12 08:34:29 UTC 2026","","ingo.spec.js","",""
"","23021","workwedo","ingo-portal","Tue May 12 08:33:19 UTC 2026","failed","Tue May 12 08:33:42 UTC 2026","","ingo.spec.js","",""
"","16992","the_projects","network-portal","Tue May 12 08:43:55 UTC 2026","failed","Tue May 12 08:44:12 UTC 2026","","network.spec.js","",""
"","4913","individual_signup_google_signup","public-site","Tue May 12 08:20:28 UTC 2026","passed","Tue May 12 08:20:33 UTC 2026","","entrypoint.spec.js","",""
"","1569","homepage_kuja_listens_to_you","public-site","Tue May 12 08:20:16 UTC 2026","passed","Tue May 12 08:20:17 UTC 2026","","entrypoint.spec.js","",""
"","6949","grants","network-portal","Tue May 12 08:48:03 UTC 2026","passed","Tue May 12 08:48:10 UTC 2026","","network.spec.js","",""
"","23656","userprofile_banners","network-portal","Tue May 12 08:42:25 UTC 2026","failed","Tue May 12 08:42:49 UTC 2026","","network.spec.js","",""
"","15846","profile_burners","individual-portal","Tue May 12 08:24:57 UTC 2026","passed","Tue May 12 08:25:13 UTC 2026","","individual.spec.js","",""
"","32789","operationaloverview","cso-portal","Tue May 12 08:40:28 UTC 2026","failed","Tue May 12 08:41:00 UTC 2026","","cso.spec.js","",""
"","23089","organizationgovernance_view","cso-portal","Tue May 12 08:41:11 UTC 2026","failed","Tue May 12 08:41:35 UTC 2026","","cso.spec.js","",""
"","26228","partnersandnetworks","cso-portal","Tue May 12 08:38:44 UTC 2026","failed","Tue May 12 08:39:11 UTC 2026","","cso.spec.js","",""
"","6408","individual_signup_email_fill","public-site","Tue May 12 08:20:32 UTC 2026","passed","Tue May 12 08:20:38 UTC 2026","","entrypoint.spec.js","",""
"","6731","grants_learn_more","network-portal","Tue May 12 08:48:10 UTC 2026","passed","Tue May 12 08:48:17 UTC 2026","","network.spec.js","",""
"","1962","Open Browser","public-site","Tue May 12 08:20:01 UTC 2026","passed","Tue May 12 08:20:03 UTC 2026","","entrypoint.spec.js","",""
"","29096","boardandteams","ingo-portal","Tue May 12 08:32:29 UTC 2026","failed","Tue May 12 08:32:59 UTC 2026","","ingo.spec.js","",""
"","40916","resource_library","network-portal","Tue May 12 08:43:47 UTC 2026","passed","Tue May 12 08:44:28 UTC 2026","","network.spec.js","",""
"","15319","profileSettings","cso-portal","Tue May 12 08:37:25 UTC 2026","passed","Tue May 12 08:37:40 UTC 2026","","cso.spec.js","",""
"","6838","grants_learn_more","cso-portal","Tue May 12 08:41:26 UTC 2026","passed","Tue May 12 08:41:33 UTC 2026","","cso.spec.js","",""
"","26043","profile_bio","individual-portal","Tue May 12 08:22:45 UTC 2026","failed","Tue May 12 08:23:11 UTC 2026","","individual.spec.js","",""
"","8969","dm_chat","network-portal","Tue May 12 08:47:54 UTC 2026","passed","Tue May 12 08:48:03 UTC 2026","","network.spec.js","",""
"","3317","about_us_landing","public-site","Tue May 12 08:20:22 UTC 2026","passed","Tue May 12 08:20:26 UTC 2026","","entrypoint.spec.js","",""
"","32186","profile_Affiliated","individual-portal","Tue May 12 08:26:02 UTC 2026","failed","Tue May 12 08:26:35 UTC 2026","","individual.spec.js","",""
"","36816","partners_ingo","ingo-portal","Tue May 12 08:28:45 UTC 2026","failed","Tue May 12 08:29:22 UTC 2026","","ingo.spec.js","",""
"","7717","notifications","individual-portal","Tue May 12 08:25:53 UTC 2026","passed","Tue May 12 08:26:01 UTC 2026","","individual.spec.js","",""
"","32711","userfeeds","individual-portal","Tue May 12 08:26:52 UTC 2026","failed","Tue May 12 08:27:25 UTC 2026","","individual.spec.js","",""
"","17065","the_projects","cso-portal","Tue May 12 08:37:06 UTC 2026","failed","Tue May 12 08:37:23 UTC 2026","","cso.spec.js","",""
"","33070","operationaloverview","network-portal","Tue May 12 08:47:12 UTC 2026","failed","Tue May 12 08:47:45 UTC 2026","","network.spec.js","",""
"","60069","organizationgovernance_edit","ingo-portal","Tue May 12 08:35:47 UTC 2026","broken","Tue May 12 08:36:47 UTC 2026","","ingo.spec.js","",""
"","15551","members_page","network-portal","Tue May 12 08:43:31 UTC 2026","passed","Tue May 12 08:43:47 UTC 2026","","network.spec.js","",""
"","60039","partnership_requirements","ingo-portal","Tue May 12 08:30:20 UTC 2026","broken","Tue May 12 08:31:20 UTC 2026","","ingo.spec.js","",""
"","8559","dm_chat","ingo-portal","Tue May 12 08:34:37 UTC 2026","passed","Tue May 12 08:34:46 UTC 2026","","ingo.spec.js","",""
"","8203","org_signup_landing","public-site","Tue May 12 08:20:40 UTC 2026","passed","Tue May 12 08:20:48 UTC 2026","","entrypoint.spec.js","",""
"","7656","notifications","network-portal","Tue May 12 08:47:46 UTC 2026","passed","Tue May 12 08:47:54 UTC 2026","","network.spec.js","",""
"","28902","boardandteams","cso-portal","Tue May 12 08:38:47 UTC 2026","failed","Tue May 12 08:39:16 UTC 2026","","cso.spec.js","",""
"","5905","individual_signup__linkedin","public-site","Tue May 12 08:20:29 UTC 2026","passed","Tue May 12 08:20:35 UTC 2026","","entrypoint.spec.js","",""
"","60039","organizationgovernance_edit","network-portal","Tue May 12 08:49:22 UTC 2026","broken","Tue May 12 08:50:22 UTC 2026","","network.spec.js","",""
"","32032","userprofile_about_who_are_we","cso-portal","Tue May 12 08:35:55 UTC 2026","failed","Tue May 12 08:36:27 UTC 2026","","cso.spec.js","",""
"","8239","userfeeds","cso-portal","Tue May 12 08:37:40 UTC 2026","passed","Tue May 12 08:37:48 UTC 2026","","cso.spec.js","",""
"","6990","authenticate with email OTP","setup-individual","Tue May 12 08:19:53 UTC 2026","passed","Tue May 12 08:20:00 UTC 2026","","individual.auth.setup.js","",""
"","14578","profileSettings","individual-portal","Tue May 12 08:25:29 UTC 2026","passed","Tue May 12 08:25:44 UTC 2026","","individual.spec.js","",""
"","25613","networkmembers","network-portal","Tue May 12 08:45:32 UTC 2026","failed","Tue May 12 08:45:57 UTC 2026","","network.spec.js","",""
"","22766","workwedo","cso-portal","Tue May 12 08:40:02 UTC 2026","failed","Tue May 12 08:40:24 UTC 2026","","cso.spec.js","",""
"","32123","profile_Languages","individual-portal","Tue May 12 08:24:23 UTC 2026","failed","Tue May 12 08:24:56 UTC 2026","","individual.spec.js","",""
"","26021","profile_social","individual-portal","Tue May 12 08:22:47 UTC 2026","failed","Tue May 12 08:23:13 UTC 2026","","individual.spec.js","",""
