"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6021","userprofile_banners","cso-portal","Wed May 13 12:11:01 UTC 2026","passed","Wed May 13 12:11:07 UTC 2026","","cso.spec.js","",""
"","11520","userprofile_about_who_are_we","cso-portal","Wed May 13 12:11:07 UTC 2026","passed","Wed May 13 12:11:18 UTC 2026","","cso.spec.js","",""
"","5627","organizationgovernance_view","network-portal","Wed May 13 12:15:12 UTC 2026","passed","Wed May 13 12:15:17 UTC 2026","","network.spec.js","",""
"","14759","profileSettings","cso-portal","Wed May 13 12:13:08 UTC 2026","passed","Wed May 13 12:13:23 UTC 2026","","cso.spec.js","",""
"","1861","Open Browser","public-site","Wed May 13 12:07:00 UTC 2026","passed","Wed May 13 12:07:01 UTC 2026","","entrypoint.spec.js","",""
"","6148","grants_learn_more","ingo-portal","Wed May 13 12:10:40 UTC 2026","passed","Wed May 13 12:10:46 UTC 2026","","ingo.spec.js","",""
"","7833","dm_chat","ingo-portal","Wed May 13 12:10:46 UTC 2026","passed","Wed May 13 12:10:54 UTC 2026","","ingo.spec.js","",""
"","5719","individual_signup__linkedin","public-site","Wed May 13 12:07:14 UTC 2026","passed","Wed May 13 12:07:20 UTC 2026","","entrypoint.spec.js","",""
"","6090","workwedo","network-portal","Wed May 13 12:15:06 UTC 2026","passed","Wed May 13 12:15:12 UTC 2026","","network.spec.js","",""
"","8147","org_signup_landing","public-site","Wed May 13 12:07:25 UTC 2026","passed","Wed May 13 12:07:33 UTC 2026","","entrypoint.spec.js","",""
"","6515","authenticate with email OTP for ingo","setup-ingo","Wed May 13 12:06:51 UTC 2026","passed","Wed May 13 12:06:57 UTC 2026","","ingo.auth.setup.js","",""
"","5655","organizationgovernance_view","cso-portal","Wed May 13 12:13:38 UTC 2026","passed","Wed May 13 12:13:44 UTC 2026","","cso.spec.js","",""
"","6185","partnersandnetworks","cso-portal","Wed May 13 12:13:29 UTC 2026","passed","Wed May 13 12:13:36 UTC 2026","","cso.spec.js","",""
"","15311","profile_focus_areas","individual-portal","Wed May 13 12:08:10 UTC 2026","passed","Wed May 13 12:08:26 UTC 2026","","individual.spec.js","",""
"","26560","operationaloverview","ingo-portal","Wed May 13 12:10:33 UTC 2026","failed","Wed May 13 12:10:59 UTC 2026","","ingo.spec.js","",""
"","6002","unlockfullpotential","ingo-portal","Wed May 13 12:10:00 UTC 2026","passed","Wed May 13 12:10:06 UTC 2026","","ingo.spec.js","",""
"","7712","authenticate with email OTP for networks","setup-network","Wed May 13 12:06:51 UTC 2026","passed","Wed May 13 12:06:58 UTC 2026","","network.auth.setup.js","",""
"","15466","profile_burners","individual-portal","Wed May 13 12:08:48 UTC 2026","passed","Wed May 13 12:09:03 UTC 2026","","individual.spec.js","",""
"","15843","profile_Languages","individual-portal","Wed May 13 12:08:26 UTC 2026","passed","Wed May 13 12:08:42 UTC 2026","","individual.spec.js","",""
"","60419","organizationgovernance_edit","ingo-portal","Wed May 13 12:11:27 UTC 2026","broken","Wed May 13 12:12:27 UTC 2026","","ingo.spec.js","",""
"","60520","the_forumss","network-portal","Wed May 13 12:15:02 UTC 2026","broken","Wed May 13 12:16:02 UTC 2026","","network.spec.js","",""
"","4780","individual_signup_google_signup","public-site","Wed May 13 12:07:14 UTC 2026","passed","Wed May 13 12:07:19 UTC 2026","","entrypoint.spec.js","",""
"","1519","homepage_partners","public-site","Wed May 13 12:07:08 UTC 2026","passed","Wed May 13 12:07:09 UTC 2026","","entrypoint.spec.js","",""
"","7383","grants","cso-portal","Wed May 13 12:13:51 UTC 2026","passed","Wed May 13 12:13:58 UTC 2026","","cso.spec.js","",""
"","16438","profile_Roles","individual-portal","Wed May 13 12:08:31 UTC 2026","passed","Wed May 13 12:08:48 UTC 2026","","individual.spec.js","",""
"","39739","resource_library","network-portal","Wed May 13 12:14:26 UTC 2026","passed","Wed May 13 12:15:05 UTC 2026","","network.spec.js","",""
"","7475","userfeeds","network-portal","Wed May 13 12:14:41 UTC 2026","passed","Wed May 13 12:14:49 UTC 2026","","network.spec.js","",""
"","8492","homepage","public-site","Wed May 13 12:07:00 UTC 2026","passed","Wed May 13 12:07:08 UTC 2026","","entrypoint.spec.js","",""
"","8028","dm_chat","network-portal","Wed May 13 12:15:25 UTC 2026","passed","Wed May 13 12:15:33 UTC 2026","","network.spec.js","",""
"","17286","profile_Skills","individual-portal","Wed May 13 12:08:35 UTC 2026","passed","Wed May 13 12:08:52 UTC 2026","","individual.spec.js","",""
"","15542","members_page","individual-portal","Wed May 13 12:08:53 UTC 2026","passed","Wed May 13 12:09:08 UTC 2026","","individual.spec.js","",""
"","7448","notifications","cso-portal","Wed May 13 12:13:43 UTC 2026","passed","Wed May 13 12:13:51 UTC 2026","","cso.spec.js","",""
"","2344","homepage-kuja_link_and_build_cards","public-site","Wed May 13 12:07:02 UTC 2026","passed","Wed May 13 12:07:04 UTC 2026","","entrypoint.spec.js","",""
"","7083","grants","ingo-portal","Wed May 13 12:10:33 UTC 2026","passed","Wed May 13 12:10:40 UTC 2026","","ingo.spec.js","",""
"","6242","linkedin_login","public-site","Wed May 13 12:07:21 UTC 2026","passed","Wed May 13 12:07:27 UTC 2026","","entrypoint.spec.js","",""
"","2170","individual_login_confirmpage_details","public-site","Wed May 13 12:07:19 UTC 2026","passed","Wed May 13 12:07:21 UTC 2026","","entrypoint.spec.js","",""
"","9121","boardandteams","network-portal","Wed May 13 12:14:49 UTC 2026","passed","Wed May 13 12:14:58 UTC 2026","","network.spec.js","",""
"","7305","partnership_requirements","ingo-portal","Wed May 13 12:09:38 UTC 2026","passed","Wed May 13 12:09:45 UTC 2026","","ingo.spec.js","",""
"","6305","userprofile_banners","network-portal","Wed May 13 12:13:55 UTC 2026","passed","Wed May 13 12:14:01 UTC 2026","","network.spec.js","",""
"","8978","boardandteams","ingo-portal","Wed May 13 12:09:55 UTC 2026","passed","Wed May 13 12:10:04 UTC 2026","","ingo.spec.js","",""
"","7953","profile_social","individual-portal","Wed May 13 12:08:10 UTC 2026","passed","Wed May 13 12:08:18 UTC 2026","","individual.spec.js","",""
"","8246","funding_opportunities","ingo-portal","Wed May 13 12:09:39 UTC 2026","passed","Wed May 13 12:09:47 UTC 2026","","ingo.spec.js","",""
"","6188","operationaloverview","cso-portal","Wed May 13 12:13:37 UTC 2026","passed","Wed May 13 12:13:43 UTC 2026","","cso.spec.js","",""
"","7456","notifications","individual-portal","Wed May 13 12:09:14 UTC 2026","passed","Wed May 13 12:09:22 UTC 2026","","individual.spec.js","",""
"","5612","homepage_newsletter","public-site","Wed May 13 12:07:08 UTC 2026","passed","Wed May 13 12:07:14 UTC 2026","","entrypoint.spec.js","",""
"","24495","the_projects","network-portal","Wed May 13 12:14:01 UTC 2026","passed","Wed May 13 12:14:26 UTC 2026","","network.spec.js","",""
"","5664","workwedo","ingo-portal","Wed May 13 12:10:04 UTC 2026","passed","Wed May 13 12:10:09 UTC 2026","","ingo.spec.js","",""
"","15570","members_page","cso-portal","Wed May 13 12:12:52 UTC 2026","passed","Wed May 13 12:13:08 UTC 2026","","cso.spec.js","",""
"","22216","twitter_login","public-site","Wed May 13 12:07:46 UTC 2026","failed","Wed May 13 12:08:09 UTC 2026","","entrypoint.spec.js","",""
"","8287","dm_chat","cso-portal","Wed May 13 12:13:44 UTC 2026","passed","Wed May 13 12:13:52 UTC 2026","","cso.spec.js","",""
"","5668","userfeeds","individual-portal","Wed May 13 12:09:08 UTC 2026","passed","Wed May 13 12:09:14 UTC 2026","","individual.spec.js","",""
"","1448","homepage_kuja_listens_to_you","public-site","Wed May 13 12:07:04 UTC 2026","passed","Wed May 13 12:07:05 UTC 2026","","entrypoint.spec.js","",""
"","4703","about_us_what_can_kuja_do_for_you","public-site","Wed May 13 12:07:09 UTC 2026","passed","Wed May 13 12:07:14 UTC 2026","","entrypoint.spec.js","",""
"","39994","resource_library","ingo-portal","Wed May 13 12:09:45 UTC 2026","passed","Wed May 13 12:10:25 UTC 2026","","ingo.spec.js","",""
"","5806","unlockfullpotential","cso-portal","Wed May 13 12:13:32 UTC 2026","passed","Wed May 13 12:13:38 UTC 2026","","cso.spec.js","",""
"","12156","userprofile_about_who_are_we","ingo-portal","Wed May 13 12:09:27 UTC 2026","passed","Wed May 13 12:09:39 UTC 2026","","ingo.spec.js","",""
"","2134","homepage_kuja_values","public-site","Wed May 13 12:07:05 UTC 2026","passed","Wed May 13 12:07:08 UTC 2026","","entrypoint.spec.js","",""
"","23753","the_projects","cso-portal","Wed May 13 12:12:29 UTC 2026","passed","Wed May 13 12:12:52 UTC 2026","","cso.spec.js","",""
"","60232","the_forumss","ingo-portal","Wed May 13 12:11:55 UTC 2026","broken","Wed May 13 12:12:55 UTC 2026","","ingo.spec.js","",""
"","6690","grants_learn_more","cso-portal","Wed May 13 12:13:52 UTC 2026","passed","Wed May 13 12:13:59 UTC 2026","","cso.spec.js","",""
"","6045","operationaloverview","network-portal","Wed May 13 12:15:10 UTC 2026","passed","Wed May 13 12:15:16 UTC 2026","","network.spec.js","",""
"","14428","profileSettings","ingo-portal","Wed May 13 12:09:45 UTC 2026","passed","Wed May 13 12:10:00 UTC 2026","","ingo.spec.js","",""
"","2218","individual_signup_landing","public-site","Wed May 13 12:07:13 UTC 2026","passed","Wed May 13 12:07:15 UTC 2026","","entrypoint.spec.js","",""
"","8008","authenticate with email OTP","setup-individual","Wed May 13 12:06:59 UTC 2026","passed","Wed May 13 12:07:07 UTC 2026","","individual.auth.setup.js","",""
