"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6820","authenticate with email OTP","setup-individual","Thu May 14 11:59:10 UTC 2026","passed","Thu May 14 11:59:17 UTC 2026","","individual.auth.setup.js","",""
"","5368","userfeeds","network-portal","Thu May 14 12:05:12 UTC 2026","passed","Thu May 14 12:05:17 UTC 2026","","network.spec.js","",""
"","60625","the_forumss","cso-portal","Thu May 14 12:03:11 UTC 2026","broken","Thu May 14 12:04:12 UTC 2026","","cso.spec.js","",""
"","7596","partners_ingo","ingo-portal","Thu May 14 12:00:34 UTC 2026","passed","Thu May 14 12:00:41 UTC 2026","","ingo.spec.js","",""
"","13919","members_page","network-portal","Thu May 14 12:04:44 UTC 2026","passed","Thu May 14 12:04:58 UTC 2026","","network.spec.js","",""
"","14354","organizationgovernance_view","ingo-portal","Thu May 14 12:01:03 UTC 2026","passed","Thu May 14 12:01:17 UTC 2026","","ingo.spec.js","",""
"","24714","the_projects","network-portal","Thu May 14 12:04:33 UTC 2026","passed","Thu May 14 12:04:58 UTC 2026","","network.spec.js","",""
"","2583","about_us_landing","public-site","Thu May 14 11:59:19 UTC 2026","passed","Thu May 14 11:59:21 UTC 2026","","entrypoint.spec.js","",""
"","4413","individual_signup_email_fill","public-site","Thu May 14 11:59:26 UTC 2026","passed","Thu May 14 11:59:30 UTC 2026","","entrypoint.spec.js","",""
"","4108","organizationgovernance_view","network-portal","Thu May 14 12:05:30 UTC 2026","passed","Thu May 14 12:05:34 UTC 2026","","network.spec.js","",""
"","8676","boardandteams","cso-portal","Thu May 14 12:04:03 UTC 2026","passed","Thu May 14 12:04:12 UTC 2026","","cso.spec.js","",""
"","4039","workwedo","cso-portal","Thu May 14 12:04:12 UTC 2026","passed","Thu May 14 12:04:16 UTC 2026","","cso.spec.js","",""
"","20464","resource_library","network-portal","Thu May 14 12:04:58 UTC 2026","passed","Thu May 14 12:05:18 UTC 2026","","network.spec.js","",""
"","11381","userprofile_about_who_are_we","cso-portal","Thu May 14 12:01:59 UTC 2026","passed","Thu May 14 12:02:10 UTC 2026","","cso.spec.js","",""
"","11386","userprofile_about_who_are_we","ingo-portal","Thu May 14 12:00:22 UTC 2026","passed","Thu May 14 12:00:33 UTC 2026","","ingo.spec.js","",""
"","5433","userfeeds","ingo-portal","Thu May 14 12:00:45 UTC 2026","passed","Thu May 14 12:00:50 UTC 2026","","ingo.spec.js","",""
"","5863","org_signup_landing","public-site","Thu May 14 11:59:31 UTC 2026","passed","Thu May 14 11:59:37 UTC 2026","","entrypoint.spec.js","",""
"","6025","homepage_newsletter","public-site","Thu May 14 11:59:16 UTC 2026","passed","Thu May 14 11:59:22 UTC 2026","","entrypoint.spec.js","",""
"","4634","individual_signup__linkedin","public-site","Thu May 14 11:59:23 UTC 2026","passed","Thu May 14 11:59:28 UTC 2026","","entrypoint.spec.js","",""
"","1571","individual_signup_landing","public-site","Thu May 14 11:59:22 UTC 2026","passed","Thu May 14 11:59:24 UTC 2026","","entrypoint.spec.js","",""
"","21973","twitter_login","public-site","Thu May 14 11:59:53 UTC 2026","failed","Thu May 14 12:00:15 UTC 2026","","entrypoint.spec.js","",""
"","24707","the_projects","cso-portal","Thu May 14 12:03:06 UTC 2026","passed","Thu May 14 12:03:31 UTC 2026","","cso.spec.js","",""
"","5176","operationaloverview","cso-portal","Thu May 14 12:04:14 UTC 2026","passed","Thu May 14 12:04:19 UTC 2026","","cso.spec.js","",""
"","5248","partnersandnetworks","cso-portal","Thu May 14 12:04:04 UTC 2026","passed","Thu May 14 12:04:09 UTC 2026","","cso.spec.js","",""
"","1498","Open Browser","public-site","Thu May 14 11:59:10 UTC 2026","passed","Thu May 14 11:59:12 UTC 2026","","entrypoint.spec.js","",""
"","5404","unlockfullpotential","network-portal","Thu May 14 12:05:23 UTC 2026","passed","Thu May 14 12:05:29 UTC 2026","","network.spec.js","",""
"","21138","resource_library","ingo-portal","Thu May 14 12:00:41 UTC 2026","passed","Thu May 14 12:01:02 UTC 2026","","ingo.spec.js","",""
"","60451","the_forumss","network-portal","Thu May 14 12:05:34 UTC 2026","broken","Thu May 14 12:06:35 UTC 2026","","network.spec.js","",""
"","4453","funding_practices","ingo-portal","Thu May 14 12:00:40 UTC 2026","passed","Thu May 14 12:00:44 UTC 2026","","ingo.spec.js","",""
"","7283","authenticate with email OTP for cso","setup-cso","Thu May 14 11:59:00 UTC 2026","passed","Thu May 14 11:59:08 UTC 2026","","cso.auth.setup.js","",""
"","6157","dm_chat","cso-portal","Thu May 14 12:04:19 UTC 2026","passed","Thu May 14 12:04:25 UTC 2026","","cso.spec.js","",""
"","1538","homepage-kuja_link_and_build_cards","public-site","Thu May 14 11:59:12 UTC 2026","passed","Thu May 14 11:59:14 UTC 2026","","entrypoint.spec.js","",""
"","3142","about_us_what_can_kuja_do_for_you","public-site","Thu May 14 11:59:20 UTC 2026","passed","Thu May 14 11:59:23 UTC 2026","","entrypoint.spec.js","",""
"","8626","boardandteams","network-portal","Thu May 14 12:05:17 UTC 2026","passed","Thu May 14 12:05:26 UTC 2026","","network.spec.js","",""
"","5400","userfeeds","cso-portal","Thu May 14 12:03:59 UTC 2026","passed","Thu May 14 12:04:04 UTC 2026","","cso.spec.js","",""
"","60213","the_forumss","ingo-portal","Thu May 14 12:02:41 UTC 2026","broken","Thu May 14 12:03:41 UTC 2026","","ingo.spec.js","",""
"","1510","kuja_team","public-site","Thu May 14 11:59:21 UTC 2026","passed","Thu May 14 11:59:23 UTC 2026","","entrypoint.spec.js","",""
"","1751","individual_login_confirmpage_details","public-site","Thu May 14 11:59:26 UTC 2026","passed","Thu May 14 11:59:28 UTC 2026","","entrypoint.spec.js","",""
"","21314","resource_library","individual-portal","Thu May 14 12:00:16 UTC 2026","passed","Thu May 14 12:00:38 UTC 2026","","individual.spec.js","",""
"","5765","notifications","cso-portal","Thu May 14 12:04:19 UTC 2026","passed","Thu May 14 12:04:25 UTC 2026","","cso.spec.js","",""
"","24706","operationaloverview","ingo-portal","Thu May 14 12:01:28 UTC 2026","failed","Thu May 14 12:01:53 UTC 2026","","ingo.spec.js","",""
"","4014","workwedo","ingo-portal","Thu May 14 12:00:59 UTC 2026","passed","Thu May 14 12:01:03 UTC 2026","","ingo.spec.js","",""
"","5281","unlockfullpotential","cso-portal","Thu May 14 12:04:09 UTC 2026","passed","Thu May 14 12:04:15 UTC 2026","","cso.spec.js","",""
"","7071","authenticate with email OTP for networks","setup-network","Thu May 14 11:59:00 UTC 2026","passed","Thu May 14 11:59:08 UTC 2026","","network.auth.setup.js","",""
"","13845","profileSettings","cso-portal","Thu May 14 12:03:45 UTC 2026","passed","Thu May 14 12:03:59 UTC 2026","","cso.spec.js","",""
"","5971","grants","cso-portal","Thu May 14 12:04:25 UTC 2026","passed","Thu May 14 12:04:31 UTC 2026","","cso.spec.js","",""
"","2016","individual_signup_email","public-site","Thu May 14 11:59:24 UTC 2026","passed","Thu May 14 11:59:26 UTC 2026","","entrypoint.spec.js","",""
"","6570","funding_opportunities","ingo-portal","Thu May 14 12:00:33 UTC 2026","passed","Thu May 14 12:00:40 UTC 2026","","ingo.spec.js","",""
"","11293","organizationgovernance_edit","cso-portal","Thu May 14 12:04:16 UTC 2026","passed","Thu May 14 12:04:27 UTC 2026","","cso.spec.js","",""
"","1414","homepage_kuja_values","public-site","Thu May 14 11:59:15 UTC 2026","passed","Thu May 14 11:59:16 UTC 2026","","entrypoint.spec.js","",""
"","5993","dm_chat","network-portal","Thu May 14 12:05:40 UTC 2026","passed","Thu May 14 12:05:46 UTC 2026","","network.spec.js","",""
"","7825","profile_bio","individual-portal","Thu May 14 12:00:24 UTC 2026","failed","Thu May 14 12:00:32 UTC 2026","","individual.spec.js","",""
"","4557","userprofile_banners","cso-portal","Thu May 14 12:01:54 UTC 2026","passed","Thu May 14 12:01:59 UTC 2026","","cso.spec.js","",""
"","3499","_login_google","public-site","Thu May 14 11:59:28 UTC 2026","passed","Thu May 14 11:59:31 UTC 2026","","entrypoint.spec.js","",""
"","20921","resource_library","cso-portal","Thu May 14 12:03:42 UTC 2026","passed","Thu May 14 12:04:03 UTC 2026","","cso.spec.js","",""
"","7143","authenticate with email OTP for ingo","setup-ingo","Thu May 14 11:59:01 UTC 2026","passed","Thu May 14 11:59:08 UTC 2026","","ingo.auth.setup.js","",""
"","4542","organizationgovernance_view","cso-portal","Thu May 14 12:04:15 UTC 2026","passed","Thu May 14 12:04:19 UTC 2026","","cso.spec.js","",""
"","3778","workwedo","network-portal","Thu May 14 12:05:26 UTC 2026","passed","Thu May 14 12:05:30 UTC 2026","","network.spec.js","",""
"","5588","grants","ingo-portal","Thu May 14 12:01:23 UTC 2026","passed","Thu May 14 12:01:28 UTC 2026","","ingo.spec.js","",""
"","5221","linkedin_login","public-site","Thu May 14 11:59:28 UTC 2026","passed","Thu May 14 11:59:33 UTC 2026","","entrypoint.spec.js","",""
"","5411","grants_learn_more","ingo-portal","Thu May 14 12:01:28 UTC 2026","passed","Thu May 14 12:01:34 UTC 2026","","ingo.spec.js","",""
"","3678","individual_signup_google_signup","public-site","Thu May 14 11:59:23 UTC 2026","passed","Thu May 14 11:59:26 UTC 2026","","entrypoint.spec.js","",""
"","14058","profileSettings","ingo-portal","Thu May 14 12:00:44 UTC 2026","passed","Thu May 14 12:00:58 UTC 2026","","ingo.spec.js","",""
"","5640","grants_learn_more","cso-portal","Thu May 14 12:04:25 UTC 2026","passed","Thu May 14 12:04:31 UTC 2026","","cso.spec.js","",""
"","4821","networkmembers","network-portal","Thu May 14 12:05:18 UTC 2026","passed","Thu May 14 12:05:23 UTC 2026","","network.spec.js","",""
"","11506","userprofile_about_who_are_we","network-portal","Thu May 14 12:04:32 UTC 2026","passed","Thu May 14 12:04:44 UTC 2026","","network.spec.js","",""
"","13672","members_page","cso-portal","Thu May 14 12:03:31 UTC 2026","passed","Thu May 14 12:03:45 UTC 2026","","cso.spec.js","",""
"","11320","organizationgovernance_edit","network-portal","Thu May 14 12:05:33 UTC 2026","passed","Thu May 14 12:05:44 UTC 2026","","network.spec.js","",""
